"variant","donor","state","gene","PC1","PC2"
"mtDNA_feature_excluded","hoa2","WT","UQCRB",-0.0714982290312143,0.0687917595896125
"mtDNA_feature_excluded","hoa2","WT","UQCRC1",-0.0143464135733733,-0.0186408774361201
"mtDNA_feature_excluded","hoa2","WT","UQCRC2",-0.00798047232056475,-0.0192723270003894
"mtDNA_feature_excluded","hoa2","WT","VCAM1",0.0320703180711283,0.00680429733526684
"mtDNA_feature_excluded","hoa2","WT","VCAN",-0.0795176205602138,0.0515713559177163
"mtDNA_feature_excluded","hoa2","WT","VCP",0.0245560715731758,0.000988851670741473
"mtDNA_feature_excluded","hoa2","WT","VDAC1",0.000444713045193255,-0.00373976412561535
"mtDNA_feature_excluded","hoa2","WT","VDAC2",-0.016583582260213,-0.0273338660789802
"mtDNA_feature_excluded","hoa2","WT","VDAC3",-0.0167775562226146,-0.0244498793469268
"mtDNA_feature_excluded","hoa2","WT","VEGFC",-0.0110081081706395,0.00500586936304894
"mtDNA_feature_excluded","hoa2","WT","VSIR",-0.0219855688248986,0.0177569678752808
"mtDNA_feature_excluded","hoa2","WT","VWF",-0.0517266072771106,0.0400166645733941
"mtDNA_feature_excluded","hoa2","WT","WDR44",0.0172779819267438,0.0190108412923861
"mtDNA_feature_excluded","hoa2","WT","WWTR1",0.0414362791946563,-0.19495031665644
"mtDNA_feature_excluded","hoa2","WT","YAP1",-0.00592762615112744,-0.00819067132837955
"mtDNA_feature_excluded","hoa2","WT","YME1L1",0.0141572455697596,0.00305058263964366
"mtDNA_feature_excluded","hoa2","WT","ZEB2",0.00280963845950067,0.00308371917751988
"mtDNA_feature_excluded","hoa2","WT","ZNF224",0.0164618478915398,0.0314261250541289
"mtDNA_feature_excluded","hoa2","WT","ZNF331",0.000919080034975858,0.00451983283350639
"mtDNA_feature_excluded","hoa2","KO","AC002558.3",0.000228685757692191,0.000579726556863491
